score,text
3.3,2015年4月10日（金）19時50分に訪問しました。お客さんは、行列が出来ており、待ち時間は20分ほどでした。東京都港区三田2丁目にある現在日本で最も有名なラーメン店、ラーメン次郎の本店です。ラーメン二郎は1968年に山田拓美氏が創業し、2000年代前半から全国的ブームとなっています。豚のスープに醤油を加え、麺は太い自家製麺、チャーシューはブロック豚、有名なたっぷりのもやしキャベツです。多店舗展開しており個性的なお店が増えていますが、本店はやはり原点といった感じです。お店はかなり老朽化しており、清潔ではないレベルです。立地上、本当に慶応義塾大学の近くで、イメージとして全然マッチしておりません。当日も客層はサラリーマンオンリーでした。ラーメン　600円値段はかなり低価格です、お店によって価格も違うんですね。かけ声は「にんにく入れますか？」です、「にんにんくなし、やさいあぶら」でお願いしました。見た目は確かにシンプルな印象です、そんなに量が多いわけではないです。野菜はかなりしっとりしていました。スープは美味しかったです！ジャンクだと言われますが、豚と醤油の美味しいスープでした。野菜のボリュームが特徴とされますが、チャーシューの大きさが非常に印象的でした。居酒屋で、同じボリュームの焼豚を頼むと600円は確実に超えます、コストパフォーマンスすばらしいです。やっぱり本店は違う！と実感できました。ラーメン好きの聖地「ラーメン次郎三田本店」です！！
3.5,二十年近く前。第一印象が「スワローズ帽まとった左門豊作？」の店長率いる目黒店にてその味、ボリューム、価格、お客さんが残した「名刺壁」に衝撃を受ける。これが二郎との出会いだ。あれから月日は流れ、二郎を身体も欲さなくなり久しいが、長期記憶に突然憑依されたのか、気が付くとその聖地、三田本店へ辿り着いていた。実に1968年創業の総本山だ。ラーメン600円。目黒店より100円高いが、そのボリュームからすれば十分良心的。分厚いトロトロチャーシューが2個。「+100円でブタなんて頼んではいけない」と昔の失敗を思い出す。それを包み隠す野菜マシでドームを構築。麺への到達すら難航。スープが絡まり重さを増した極太麺を発見も、その重さによる抵抗に会い、口への操作が思うようにいかない。つるりと麺が滑り落ちる。その重量級の麺がスープを叩き、私のワイシャツにスプラッシュ。しかしナプキンなぞお上品な代物はそこに存在する訳なく、「黙って食え」との親父さんからの強いテレパシーにより、油と醤油の濃度高いシミに対する初動処置も出来ぬまま格闘を続けた。私がギブアップしたのは、麺を半分も残した状態であり、カウンター上部にドンブリを自己返却し、降伏宣言。「完食できないヤツは二度と来るな、ヘタレ」と親父さんの声が聞こえたような気がする一方、限界を受け入れ自らストップをかけた事は人間としての成長の証。と確信したのであった。
4.0,【2015/4再訪問】久し振りに訪問しました。最近は二郎直営店も増えた所為か、11時前ならば並びませんね。何時もながら凄いボリューム。肉を半分ほど残してしまいました。残してすみません、と山田店主に言ったら、お気になされずに、と答えられ三田 二郎はこの店主の人柄にもあるのだな、と感じ入った次第です。【2013/10初訪問】ラーメンの殿堂入りと言って良いラーメン屋でしょうね。他には殿堂入りというと横浜の吉村家、中野の青葉しか行ったことはありません。それらに較べると二郎本店のラーメンは今も生きる魅力あるラーメンと言えますね。ここの本店のラーメンは二郎もしくは二郎インスパイア系のラーメンは幾度も食べていますが、自分としては二郎としては一番に好みな味のラーメンだと言えます。他の二郎は油が強過ぎたり、麺が硬すぎたり、スープが塩っぱ過ぎたりと中庸から外れた味で、今の年齢では厳しい味のお店ばかりですが、ここは正に中庸な味で良いですね。また値段も600円でこのボリューム！嬉しいばかりです。更には何とも店員さん達ののんびりした会話がまた良いですね。ただ朝早く(11時前)に食べたせいか、小ラーメンだったにも関わらず途中から少し食べ飽きてしまい、スープを残してしまいました。ラーメンファンならば一度は行くべきラーメンの名店でしょうね。
3.5,直系店、暖簾分け店、そして数多くの「二郎インスパイア」とカテゴライズされるフォロアーを生み出したその総本山たる同店。一部の愛好者にとどまらず、一大マーケットを誇るようになったこのジャンルの、全ての始まりの場所です。こちらは三田や田町駅からだけでなく、白金高輪駅からも歩いて行けない距離ではないのが嬉しい。多くを語る必要はないと思いますが、１つだけご紹介させて下さい。『麺』について。二郎や、そのインスパイアの麺は、太くて、硬くて、歯応えがあってとても弾力が強い、というように表現され、それこそが評価されるべき点だ、というふうに説明するレビューをしばしば目にする事があります。まるで「それこそが本物だ」と言わんばかりに。しかしその元祖である本店の麺を表現するに、上記のような文言では相応しくないのではないか？というのが個人的な感想です。陳腐な言い方をすれば、“柔らかさ”をも感じるのです。確かに太いです。そして弾力はあります。ありますが、硬くないのです。噛む力に対して、反発する力が弾力、と言えると考えますが、反発しつつも、過度な抵抗が無く噛み切れる。モチッしている、と言ったらおかしいでしょうか？上手く表現できませんが…表面がザラついて、でろっとして、汁を良く吸ってくれる。もともと“麺は断然硬め派”だった僕も、すっかりこの、やわ麺？の魅力に開眼してしまいました！二郎の麺＝ゴツいというイメージをお持ちの方、ブレはあるかもしれませんが、是非に、詣でてみて下さい。かなり消化に良さげながら、もちろん量は少なくはありませんのでご安心を。大量の優しい麺に、クタめのヤサイを混ぜて、汁と共にひたすら呑む。そして時々、ブタにかぶりつく。本店はこんな感じです。この価格でこのボリューム、そしてこのブタ。企業努力に感服しきりな次第。お身体には気を付けて、末長く続けていって下さい。
5.0,【再訪問 2015/03 ぶたラーメン 「ヤサイニンニク」(700円)】『聖地巡礼』ラーメン二郎三田本店に寄ってきました。。夜の部は初来店です。。18:00頃の到着で約10名待ちの行列でした。。待つこと約15分で店内入り口まで進み食券を購入するために店内を覗くとなんと、山田総帥が直々に麺上げをしてるではありませんか!!夜の部は総帥Jr.氏が仕切ってると聞いていたので驚きと総帥の二郎が食べられる期待で思わずワクワクしちゃいました☆食券購入時に助手の方からオーダーを聞かれたので着席すると直ぐにコールタイムです☆「ヤサイニンニク」総帥から直々に二郎が手渡されました☆麺、小麦がギュと濃縮された自家製二郎麺が目測300g☆ロットの最初の為か茹で加減が少しカタメでした。。スープ、夜の部なので煮込み時間が長いためか出汁がタップリ効いた濃厚な乳二郎☆課長とカエシのフォローもあってショパ旨く最高です。。豚、極厚豚が合計6枚、今回は端っこ豚が混ざってて最高です。。ヤサイ、キャベ率高めのハイコスト☆クタ～とした茹で具合がスープと絶妙にマッチします。。今回は総帥の直盛りで最高のサプライズでした。。★二郎系ラーメンのレビューを語るなら、三田本店が全ての基準になると思います★「やっぱり二郎は二郎じゃないとダメ!」ごちそうさまでた☆【無料トッピング】・・二郎標準卓上・・ホワイトペッパーレンゲ無、ティッシュ無【ラーメン二郎三田本店のレビュー一覧】■2015/03 ぶたラーメン 「ニンニクヤサイ」(700円)■2012/11 ぶたラーメン 「ニンニクアブラカラメ」(700円)■2008/06 ぶたラーメン 「カラメ」(600円)【ラーメン二郎について】ラーメン二郎は数々の独自ルールや仕来たり等で円滑に営業されています※行列を円滑に捌くため連席やロット乱しに繋がる行為等は遠慮した方がいいと思います※冷水、テーブル拭き、丼返しなど店内サービスはほとんどがセルフサービスです※無理にマシマシコールして食べ残すのはタブーです。美味しく食べられる量をオーダーしましょう二郎の独自ルールは二郎ユーザーが二郎を美味しく円滑に食べるためにユーザー達自身が作り出した暗黙のルールですよって、独自ルールや仕来たり仕組み等を理解しないで二郎に対して批判的な意見をする方は、二郎を食べない方がいいと思います二郎の詳しいルール等は、二郎系のサイトやブログ、他の方のレビューや書き込みなどを参照に勉強してください☆みんなで楽しく美味しく食べましょう☆■管理人の食べブログ【パート2グルメ】■管理人の釣りブログ【パート2ブログ】
3.9,超有名なラーメン二郎です。40歳にもなり健康を考えてしまうと何回も行けませんから、1年ぶりの訪問です。普段は、他の二郎に行っているのですが、本店でないと、味わえない絶妙なバランスがあって、大満足でした。一番すごい？のは、茹で過ぎ？なテロテロ麺！博多の柔らかうどんやホウトウうどんを彷彿させるフンワリとした舌触り。2番目は、適当に切った豚！ 肉のうまさって、フレンチの牛とか羊とか鹿なんかでも、獣の匂いと適度な厚みとかみごたえがあると、人の本能にビビっと響いてくるのです。上品にきれいに切られた豚ではないことがうまさのポイントだと思います。こっからは、本店じゃなくても楽しめる魅力。「ニンニク入れますか？」ですね〜刻みたての辛いニンニクを食べると身体が熱くなってきて、元気になった気がします。そして、カネシ醤油の辛味、油の層で冷めないスープ、満腹中枢を満足させる危険なボリュームとうまさの総攻撃を食らって幸せでした。夜の営業も数年前からやっているようなので、是非本店の味を確かめていただきたいです。
3.8,遅くなってしまいましたが先週の土曜日に、こちらへ初詣。2015年ラーメン二郎スタンプラリー１２店舗目「ラーメン二郎三田本店」総本山。朝９時すぎくらいに着。１０人くらい並んでて接続。今年初の総帥。この日はなんだかお店側の人が多くて奥の方に職場体験みたいな感じで立ってる学生？さんが３人くらいいました。たまに道のゴミとか拾ってた。この日は、昼夜と外食の予定あったので朝は控えめにってことで食べたのはこちら。ラーメン(麺半分・そのまま)　６００円豚が神々しすぎるw麺からズバズバこの日はスープしょっぱめ、旨い。やっぱ本店の味こそ二郎だなーとか思いながら啜る。うめぇ。麺がやたらうまい。それから豚へ。最高にうまい豚。来月から通勤定期区間外になってしまうのが残念で仕方ない。。そんなこんな思いながら完食。最高に旨かった。麺半分にしたけど、豚のおかげで十分腹一杯になりましたw引っ越しで足が遠のいてしまいそうですが職場からは少しがんばれば歩いて来れる距離だしまた来たいですね。土日休み最高のスタートが切れました。
3.8,お腹をすかしても腹一杯食べるだけのお金が無い時に、いつも天使のように救ってくれた「ただのラーメン１６０円」（昭和５３年）昭和５３～５６年にかけて１５０回はお世話になりました。現在の店舗に移動して３年後にお邪魔して以来の訪問となりました。おやじさんが現場に立たなくなるとの噂を聞き、感謝の気持ちとおやじさんの勇姿を目に焼き付けて置きたかった事もあります。頑固で変わり者のおやじさんは大好きな近鉄が優勝するまで「ラーメンは値上げしない」と、しばらくの間１６０円でラーメンを提供してくれました。我々お客は心の中で近鉄優勝するな！と思っていました。ご免なさい！！当時のパワーあふれるラーメンと比べると幾分元気が無くなった感は否めませんが後を継ぐ倅さんも立派に成長され、暖簾わけした店舗も各地でそれぞれ繁盛店になっている現在の状況を当時のおやじさん本人もお客の我々も誰一人予想出来なかったと思います。「おやじさん」　本当にお疲れ様でした。　そして有難うございました。
4.5,2015年のやる事の中に『巡礼』を掲げた私… という事で、最初の一軒目は聖地に伺ってからはじめようと思い行ってきました。三田の慶応大学正門の西側に店舗を構える『ラーメン二郎　三田本店』です。『ラーメン二郎　三田本店』は和食の料理人であった山田拓美氏が1968年に東京都立大学近くで創業。もともとは『ラーメン次郎』でしたが、現在の三田移転時から『ラーメン二郎』に変更になります。『ラーメン二郎』は『ラーメン二郎　目黒店』など独立店も多く、以前は『ラーメン大』など提携店も『二郎』という名前を使う事ができましたが、今では使う事ができなくなり『生郎』、『富士丸』など店名を変更する店舗もあります。現在は公認の店舗のみ『ラーメン二郎』という屋号を使用でき、関東だけでなく仙台、札幌にものれん分け店は広がっています。今回は、『ぶたラーメン』を頂きてきました。【頂いた一杯】ぶたラーメン　700円コールは「野菜、アブラ！」●スープ豚の出汁感満点のしょっぱさの中にも甘み、化学調味料などが入ったタレのパンチを感じながら醤油の風味も感じる。●麺強力粉が使われた二郎モチモチ太麺。●トッピングスープに浸らなければ、シャキシャキ食感のモヤシとキャベツ。アブラをのせて頂く。程良く醤油が染みた厚く切られた食べ応え満点の豚肉。赤身の強い風味が残りながら、口当たりはどこまでも柔らかく甘み深い肉汁が口の中で広がる。ごちそうさまでした。blogにも書いています。聖地巡礼！一度では理解でない三度通えばハマる食べ物ジロリアンへの道第一弾『ラーメン二郎 三田本店』http://y-senga.com/jiro/また、大好きラーメン！というFacebookページも運営してます。https://www.facebook.com/ramenlikers
3.3,◎初見参！初めて並びました。超有名な、ラーメン二郎三田本店。◎食券買うまで30分、食べるまで47分 月曜の夜なら空いてるかと、安易に来ましたが、なんと20人は並んでます。◎無言です。食べてる人は、無言です。ひたすらラーメン二郎のラーメンと格闘してるかの様です。食べるのに時間が掛かるラーメンなんですね。◎食券  黄色いプラスチック 小豚麺は、小でも、他の店の大盛りだそうなので、小ラーメンで、豚を増量の700円のにしました。◎水  TOKYO Water勿論、水道の蛇口から注いでます。コップには粉がついてます。これこそ、二郎三田本店なんでしょうね。◎オーダー  普通に答えればオッケー麺が茹で上がると、聞かれます。『ニンニク入れますか？』→ ニンニク有無は必ず回答します。→お好みで、野菜を増やしたい、脂を増やしたい、味を濃くしたい、ひとはココで、お願いします。→初心者『ニンニクなしで！』とシンプルにオーダー。◎麺平べったい麺は小麦の味が旨く、ラーメン二郎のオリジナリティ溢れる麺ですね。チョットこれは、面白い。ファンが魅了される意味がわかるポイントのひとつです。◎野菜味はない。湯がいたもやしとかです。◎スープ見た目よりも、ギトギトでもなく、レンゲが置いてないので、麺に絡めて、野菜を混ぜて頂きます。これは、びっくりします。◎煮豚これは、焼き豚の調理方法ではなく、煮豚です。トロトロになるまで、煮る、煮る、煮る。その煮汁がスープの素になるタレなんです。◎感想トータルで、とてもバランスがよいラーメン二郎のオリジナリティ溢れるラーメンです。他店とは、まるで異なるポリシーの下、このスタイルをこの価格で提供している志にファンは魅了され続けるんだと思います。ココのラーメン二郎は余りにもオリジナルなので、シンプルに好きか、嫌いかの質問に答えることが出来るEDGEの効いたラーメン二郎という名の定番メニューなんです。他のラーメンとは異なります。しかも、600円で楽しめる訳ですので、今の時代、千円越えが其処彼処に見受けられる時代に、そこは曲げないラーメン二郎の親父さんの心意気が息吹いてる、だから二郎ファンはいまも増殖しているんでしょう。愛されるラーメン店なのです。さて、私はもう早くもアラフィフですので、ラーメン二郎デビューが余りにも遅すぎて、ジロリアンにはなり得ません。それでも、一度は本店に足を運び、実食し、通過儀式として体験しなければと思う気持ちはリスペクトを感じられたことで報われました。◎ラーメン二郎三田本店とは？オリジナルのラーメン二郎というラーメンを安く大盛で提供し、意義ある愛されるリスペクトされ続けるお店なのです。ファンの気持ちがわかりました。
3.5,2015年2月平日2時過ぎ訪問今年は二郎を全店制覇しようかなという思い付き段階ながら聖地に巡礼2時過ぎにつくと前客一人、食券を買うと即着席の黄金パターンしかも、出るときには10人近く並んでたのでリアルラッキーマンでも、ロットまたがないとマジック炸裂ででろでろ麺とか不安だなあと思うも杞憂に終わりヨカッタ着席時に前ロット麺あげて、次ロットでした水道水直汲みにやや抵抗が発生しましたが、自前のドリンクを出す前に食べ終わりましたウチの猫にもちゃんときれいなお水を上げようと思いましたこの日は総帥、ベテラン助手、小金井で見かけた人の三人　ベテラン助手の至れり尽くせり感がすごかったです、小松弥助を彷彿とさせるものがありました新店の修行には必須のようですが、麺あげオペレーション力には意味能力はあがるのかもまあ、二郎スピリットを継承ということなんですかねさて注文は小ラーメン、にんにく、ヤサイ+豚麺　　でろ気味のやわ麺です、しょっぱいスープがからまクリマクリスティ　　　もうちょい硬いほうが好みですがデフォを確認したかったのでこれでよしスープ　ショッパウマな感じしょっぱさがたっています、最近立て続けにそう感じているので体調とか味覚の問題なのかな　　　　しょっぱいんだけど中毒性のある危険なやつですね　　　　　普通にしょっぱいけど商売って意外にそんなほうがリーピーターが多い不思議　　　　豚　増した割にはそれほどでも一個完全あぶらばっかのハズレも味自体は安定の美味しさ　神豚というほどでもヤサイ　マシても量はそこそこ、むしろにんにくはたくさん入っていた前回の提供温度の問題はややマシだったかな、食べれる程度　アツアツには程遠い　猫舌向きクタヤサイ、と豚が冷たい+スープ汲むのが麺あげ3分以上前＋丼も冷たい文句のある人は行かないほうが無難というより行ってはいけないお店ですね　文句ないのでまた行きますけど次の外国人含む団体は、ノーマルを見て「豚まし」と思ったり、にんにく抜き全マシとか意味不明なオーダーしたりそれでも某店の店主のようにブチ切れたりせず対応するところはいいなあとでも、実はそのうちの一人の分は前のロットのやつを次ロットが上がるまでとっといた時間たった奴だったしかも、盛り付け後のラーメンから溢れそうなスープを流しに捨ててから手で拭くということもありましたが日本の飲食店を誤解しないといいなあま、それも含めて二郎の聖地詣でということで２０１４年９月訪問最近脂っこいものがきつくなり歳かと思いながらこちらへん、なんかおかしい　まあいいか二郎とはそんな食べ物昼営業ぎりぎりで到着先客は外人さん？３人組み　ほぼ待ち無しで着席ブタ入りが多いみたいですが、普通の小で　あまりブタには興味ない、共食いになるからねブヒブヒ相も変わらずぬるい水道水ですがもちろん問題なし、自販機の売り上げに貢献しないとね久々にゴッドの仕事を崇拝いたしました麺湯で始め後、スープを汲むのが早い、そして少ないそして冷たいクタ野菜トッピングなのでとっても食べやすい温度です、脂のふたがあるのだがもはや麺がコンニチワしている、うーんたまたま今日だけなんだろうか味は濃い目も、ダシも濃い目なのでグッドですクタチュル麺（やややわらかめのおのののか、もといスープの絡んだ麺、適度な硬さは残っている）がとってもマッチングーです、古いかブタも大きめのものがしっかり、これで６００円とは頭が下がりますいろんな魔法がかかっているんだろうなー感謝の気持ちを込めてドンブリとコップをカウンターに上げてテーブルを拭いたところ、布巾が脂ギッシュでお釣りのキャッシュバックをもらって退散いたしましたうーんさすが聖地すごいな～２０１２年１月の話二郎の聖地がこちら、ジロリアンとしてはいつかは巡礼しなければというかわで並びが少なそうな日をセレクトK大生が休みの日、そうかセンター試験の日は空いてるはず！と思いこちらへ、しっかり並んでました先客２０名ほど、店をぐるっと裏の方に接続小、を注文神と、助手の二人お冷は洗浄機からだした熱々のコップに水道水を汲んでくれます直後に冷蔵庫のジュース飲んでました、きっと表の自販機の販促…そんなことはどうでもいいです神の仕事を拝見うーんある意味すごい、いつも３名オペレーションの店を見ているため仕事の役割が忙しいです。豚を切り、麺を茹で丼用意てにテーピングをして肉だらけで全て行いますそして脂がこちらまで飛びます二郎の中で味は中の上くらいでしょうか巡礼ですので来たことに満足です
3.8,「先輩レビュワー様にあやかり、私も行きました」的な・その１１※諸事情により、レビューは簡素化しております。三田の学校に用ができ（って言ったらどこの学校かは、わかってしまいますね・・・）、「行ったら絶対に緊張するだろうな。でも一度は行ってみたいな」と思っていた、本店御本尊様へ行きましたよ。いろんな意味でチキンな私なので、お昼よりも全然前の、午前10時半すぎにうかがいました。それでも座席は満杯、中待ち３人でした。総本山は、朝から熱気に包まれております（敬服）。そして、とうとう総帥にお会いすることができました。総帥はいろんなジャンルのトークが止まず、お客さんも助手さんもみなさん、とても和やかな雰囲気でした。おかげ様で、私も緊張することなく、二郎様を楽しむことができました（ホッ）。オーダーは、「ぶたラーメン（￥700）・麺半分・野菜マシ」にしました。総帥に向かって、おそらくポリシーに反するであろう「麺半分」とは、本当に不届き者で申し訳ありません（！！）。m(_ _)m・・・それでも、初御本尊の二郎様を残さず完食することができ、とても光栄に思いました。本店様の味を知ることで、これも１つの基準が私の中にできることとなりました。どうもごちそう様でした。m(_ _)m
4.5,"金曜日の昼の部時刻は10時半で、8人の列びに接続！かなり久しぶりの訪問で、おやっさんは不在でJr.が作っていました。もうおやじさんは店に出ていないのでしょうか？助手は2人でその内の1人は桜台の助手さんでした。ぶたラーメンの食券を購入し、15分程でカウンターに座れました。狭い店内はコの字のカウンターで12席程カウンターの天板は歪んでいます。慶應大学などから送られたペナントや写真などが壁を覆い尽くしています。決して綺麗とは言えません。（笑）6,7分程で着丼です。ニンニクアラブ野菜でお願いしました。スープは非乳化で液体脂の層が厚いです。野菜はクタ気味で冷めています！これが元祖です！麺はデロ気味で柔らかいです！これが元祖です！この日の豚はかなり当たりだったと思います。柔らか過ぎず、ヒレ肉を食べている様な歯応え！最高でした！野菜と豚が冷めているので、かき混ぜると当然ラーメンはヌルくなります。でも、ヌルいからガツガツとラーメンを口の中にかき込めるのです。この独特の雰囲気と味は本店ならではですねこれだから二郎はやめられません！^^;"
4.0,こちらで口コミレビュー数が1000件に到達しました。拙いレビューばかりの自分記録のレビューですが何とかここまで続きました。これもいつも見ていて下さる皆様のお陰です。本当にありがとうございます。これからも少しずつ精進したいと思います。どうかこれからもよろしくお願いいたします。　　　　　　　　______________________________________________________________________________とある平日の夕刻、この時間に何度も振られていたラーメン二郎の聖地、三田本店に伺うことが出来ました。時刻は１７３０頃、お店は最初に見たところ行列は無かったのですが中には入れず、券売機で食券買って外で待つことになりました。　　　　　　ラーメン　（６００円）の食券を買い外で待ちますと次々に人が並び、あっという間に10人の並びになります。物凄い人気ですね。待つ事15分程で先客がお一人抜けて、小生の番になります。しかし、後の予定があるのでここで「麺半分」とコールします。ここのお店のお弟子さんは物凄く対応も良いし、何よりもラーメンを作る大将に客の要望、麺の量等正確に伝えていて凄いと感心しておりました。先にお弟子さんに食券を見せておいたせいか5分ほどで「ニンニク入れますか？」のコールタイム、ニンニクありでお願いします。すっと出された丼を見て・・・「麺半分でこれか？」というのが正直な感想です。ではいかせていただきます。まず麺ですが、若干平打ちの極太麺で、柔らかめのデロ麺になってます。これはこれで美味しいのですが、次回は固めで食べてみたいと思いました。スープですが、何と言うか優しい味わいです。今までアチコチの二郎やインスパのお店に行ってきましたが、こんなに優しく食べやすいスープを知りません。カネシのとんがりのある味や強すぎる脂のラーメンというイメージがありましたが、本店は別格。これは行列したって食べたくなっても何ら不思議は無いと思います。具材ですが、もっちりしたブタが二枚乗っていていただくと何ともいえない歯応え、ちょっと脂身が少なくて神ブタではありませんでしたが、しっとりと美味しくいただけます。野菜ですが、ノーコールでありますがそれでもみっちり乗ってます。このままだともっと麺がデロデロになるため天地返しして面に取り掛かります。美味しい、唐辛子もコショーも不要、何も考えずビシバシすすり上げて、気が付けばロット最速で食べ切ります。麺半分なんだから当然ですが、それでも普通のお店の大盛りよりは沢山の麺とスープとヤサイでした。（＾＾；大満足して、固形物を食べ切り、スープを飲みますが、どんなに優しい味わいでも二郎のスープ完飲は小生には無理。なので心を鬼にして完飲だけは避けました。初めてでしたが、大満足の一杯でした。次回は後の予定など無く空き放題食べられるときに伺い、必ず普通サイズを頂きたいと思います。ご馳走様でした。
4.5,いわずとしれた二郎ラーメンの総本山。すききらいは分かれるかもしれないが、一部の者にとってはソウルフードだ。実は前回訪問したのは、交差点角にあった旧店舗。確実に10年以上前だった。とても大やらブタダブルなんて食べきれる気がせず、小にしようと心を決める。この日は土曜の昼ごろ、当たり前だがすでに長い列。これは1時間コースだろうと思ったら、本当にちょうど1時間待ち。今日の厨房では親父さんが倍返しの黄色Tシャツで仕事中。いいですねこれ。空いた席に座り、食券をだして、仕事ぶりを見ながらしばし待機。「ニンニク入れますか？」に、ぐっとこらえて「ニンニクだけお願いします」と。即座にどんぶりがドスンとおかれる。さぁここからは時間との闘い。極太の麺をヤサイと裏返してはすする。ブタをかじる。麺を裏返しながら持ちあげてはすする。ヤサイをがっつく。ブタをかじる。スープの表面がかなり見えてきた。まだ余裕あり。なんだ大丈夫じゃんと油断したのがまずかった。ブタ2枚目を平らげたあたりで、急に箸が止まる。つい、水を一口のんだりして、これも悪循環。この「もう食えねぇ」感が頂点に達したころ、何とか完食。スープはもうとても無理であり、テーブルを拭いて、ごちそうさんをして出る。（ほぼ同時にどんぶりが出た隣席の若者（但し彼は全部入り）よりは早かった。笑）やっぱりこれはいいなぁ。
3.6,ラーメン二郎はこれまでに神田・川崎・関内・中山・藤沢に訪問したことがありますが、本店は行ったことがありませんでした。品川方面は仕事のついでが無いし、長年の宿題店でした。すでに店主さんは引退（？）されたようですが、総本山どんなものか(ﾟＡﾟ;)ｺﾞｸﾘ一番近かったコインパーキングに駐車して（30分400円）いざ！いままで行ったどの二郎よりも店舗が小さい！Σ(ﾟДﾟ)しかし、雨の閉店間際ということもあって空席１食券を買った瞬間大きさを聞かれ、座った瞬間に提供される。二郎では稀にあることですが、これ何分前に上げた麺だろう。。。茹で加減がかなり柔めであることは聞いたことがありますが、なにぶん本店は初訪問なので比べることが出来ない。まぁウマイからいいか。麺は柔らかいのもそうですが、かなり幅広。他の投稿者さんの写真と比較してもかなり平麺。うーん、茹でおきの影響なのか。最近の傾向なのか。麺の量もかなり多い。美味しいが→苦しい…に変わる前になんとか完食。なるほど、総本山。みんなここの味を覚えてから段々とオリジナリティを出していくのだなと、その原形を見た感じがしました。グルメではないのでたぶん感傷的なものだと思いますｗ
3.2,ラーメン（麺少なめ）…600円ニンニクあぶら【二郎】毎度～「六厘舎＠みたさん」で、海老つけを食べた後、「家政婦は見た」と「家政婦のミタ」の違いが分らんかったんで、三田の総帥に御伺いがてらお邪魔しましたぉ～休日12時14分に外待ち30人の群れにドッキンコｗ約30分で入口左手券売機にて「ラーメン…600円」ピケを購入し、助手さんの要請により「麺の大きさ（小か大か麺少なめか半分等）」を告げておき、空いたカウンター席に腰掛ける。スタッフぅは、ジュニアさんを中心に4名体制。総帥はおらんかったｗ客入りは、到着時（12時14分）外待ち30人、退店時（13時03分）外待ち10人といった様相。いつものようにホセさんの時事ゲームに興じ、ロンドン五輪競泳日本代表の寺川ホセがデキ婚を報告した瞬間、ドッキンコから49分15秒260でコール要請を受け、「ニンニクアブラ」を告げると、熱々の二郎が助手さんの手により、ホセさんのもとへ届けられた。撮影会を終えスープを一口、「旨いジュニアいぉぉお～～～」ぉぉお～～～スープは二郎温度は二郎粘度は二郎出汁感は二郎塩分濃度は二郎んでもって味のインプレは、二郎味の感覚は、初動で二郎が口内に広がり、中盤から終盤にかけて二郎が相乗され、最後に二郎を纏い鼻孔へと抜けていく感覚やね。麺は二郎茹で加減はデロ二郎スープや具材との相性は二郎スープがループにプールする、スープール絡み3段活用二郎認定は余裕やろうね。具は二郎ブタは二郎ヤサイはAカップ杏奈二郎あっ！という間に二郎！ちなみに、わちき的妥当価格は700二郎【味】70【CP】+5【飲食店として…ｗ】-1【連食査定】+1総評。二郎やね
